Task Time,Domain
2021-09-07T12:32:48.499Z,microsoft.parla-tt.com
2021-09-06T20:42:51.814Z,microsoft.parla-tt.com
2021-09-06T18:58:05.191Z,microsoft.parla-tt.com
2021-09-06T18:23:58.639Z,microsoft.parla-tt.com
2021-09-06T18:09:52.989Z,microsoft.parla-tt.com
2021-09-06T17:57:39.125Z,microsoft.parla-tt.com
2021-09-06T17:40:02.781Z,microsoft.parla-tt.com
2021-09-06T11:12:55.349Z,listennow.microsoft-voicemail.com
2021-09-04T04:59:27.928Z,sw.gg-awsice.online
2021-09-04T03:48:31.058Z,sw.gg-awsice.online
2021-09-03T17:47:40.339Z,listennow.microsoft-voicemail.com
2021-09-03T17:37:16.347Z,listennow.microsoft-voicemail.com
2021-09-03T17:08:19.370Z,user.microsoft-secured.com
2021-09-03T16:26:21.344Z,user.microsoft-secured.com
2021-09-03T15:53:30.810Z,user.microsoft-secured.com
2021-09-03T15:52:05.888Z,user.microsoft-secured.com
2021-09-03T15:26:41.497Z,listennow.microsoft-voicemail.com
2021-09-03T14:42:19.968Z,listennow.microsoft-voicemail.com
2021-09-03T14:10:26.661Z,sw.gg-awsice.online
2021-09-03T14:10:25.429Z,listennow.microsoft-voicemail.com
2021-09-03T13:09:48.867Z,listennow.microsoft-voicemail.com
2021-09-03T12:42:52.103Z,listennow.microsoft-voicemail.com
2021-09-03T10:34:38.657Z,sw.gg-awsice.online
2021-09-03T10:06:30.245Z,dndhd-vv1.xyz
2021-09-03T09:19:55.696Z,hh.kk-qazxsw.online
2021-09-03T08:49:37.286Z,sw.gg-awsice.online
2021-09-03T06:04:45.527Z,hh.kk-qazxsw.online
2021-09-03T04:52:19.612Z,cbtb7-bkbd6.xyz
2021-09-02T23:25:19.814Z,sw.gg-awsice.online
2021-09-02T23:09:00.616Z,wq.hx-inglnice.online
2021-09-02T20:34:19.890Z,sw.gg-awsice.online
2021-09-02T19:21:19.903Z,sw.gg-awsice.online
2021-09-02T18:28:23.970Z,sw.gg-awsice.online
2021-09-02T18:28:20.616Z,sw.gg-awsice.online
2021-09-02T18:28:16.007Z,sw.gg-awsice.online
2021-09-02T17:53:06.796Z,sw.gg-awsice.online
2021-09-02T16:00:45.081Z,3gh-kt.xyz
2021-09-02T15:55:54.381Z,4goz-xc.xyz
2021-09-02T15:44:50.589Z,4goz-xc.xyz
2021-09-02T15:44:23.854Z,4goz-xc.xyz
2021-09-02T15:26:07.249Z,sw.gg-awsice.online
2021-09-02T13:19:59.081Z,wq.hx-inglnice.online
2021-09-02T05:04:46.268Z,d-ci.online
2021-09-02T04:17:56.331Z,d-ci.online
2021-09-02T01:50:31.376Z,cbtb7-bkbd6.xyz
2021-09-01T23:22:17.350Z,jau.xtb17-dbuk6.xyz
2021-09-01T23:15:19.540Z,jau.xtb17-dbuk6.xyz
2021-09-01T22:52:16.662Z,sd-brezovci.si
2021-09-01T22:48:55.685Z,vn.vn-telecom.online
2021-09-01T17:48:00.567Z,cbtb7-bkbd6.xyz
2021-09-01T17:47:48.945Z,cbtb7-bkbd6.xyz
2021-09-01T16:54:22.656Z,dndhd-vv1.xyz
2021-09-01T16:21:24.419Z,cbtb7-bkbd6.xyz
2021-09-01T16:00:37.974Z,cbtb7-bkbd6.xyz
2021-09-01T15:44:23.751Z,cbtb7-bkbd6.xyz
2021-09-01T15:21:44.760Z,cbtb7-bkbd6.xyz
2021-09-01T15:19:28.917Z,cbtb7-bkbd6.xyz
2021-09-01T14:57:48.345Z,cbtb7-bkbd6.xyz
2021-09-01T14:50:49.983Z,cbtb7-bkbd6.xyz
2021-09-01T14:42:41.667Z,cbtb7-bkbd6.xyz
2021-09-01T14:39:15.915Z,cbtb7-bkbd6.xyz
2021-09-01T14:26:18.328Z,cbtb7-bkbd6.xyz
2021-09-01T13:31:31.026Z,sd-brezovci.si
2021-09-01T13:21:20.163Z,buchn.x8il-pm.top
2021-09-01T10:17:31.314Z,rozfpd70.xtb17-dbuk6.xyz
2021-08-31T17:06:32.879Z,k-fo.online
2021-08-31T14:55:05.296Z,e-cn.online
2021-08-31T14:26:35.033Z,k-fo.online
2021-08-31T14:05:23.681Z,k-fo.online
2021-08-31T14:04:44.336Z,k-fo.online
2021-08-31T13:20:40.699Z,le1tech-ai.xyz
2021-08-31T08:00:06.107Z,sreh637u.xtb17-dbuk6.xyz
2021-08-31T05:27:05.055Z,bwvlht5a.xtb17-dbuk6.xyz
2021-08-31T01:30:58.860Z,cstephenson.x8il-pm.top
2021-08-31T01:17:58.535Z,jmartin.x8il-pm.top
2021-08-30T22:42:47.006Z,sd-brezovci.si
2021-08-30T21:58:18.587Z,txz.xp-xtdw.online
2021-08-30T18:47:25.101Z,h-it.online
2021-08-30T17:01:14.466Z,8fzmbelw.xtb17-dbuk6.xyz
2021-08-30T14:32:23.706Z,n28eficc.xtb17-dbuk6.xyz
2021-08-30T14:23:04.069Z,eaz9ynoi.xtb17-dbuk6.xyz
2021-08-30T14:20:08.221Z,vunkwfrg.xtb17-dbuk6.xyz
2021-08-30T14:12:04.390Z,mhhqagyr.xtb17-dbuk6.xyz
2021-08-30T14:11:23.664Z,wgnvgff0.xtb17-dbuk6.xyz
2021-08-30T12:34:15.000Z,fjmvdgxn.xtb17-dbuk6.xyz
2021-08-30T10:38:13.044Z,mupzgors.xtb17-dbuk6.xyz
2021-08-30T10:21:19.748Z,jb58m2ni.xtb17-dbuk6.xyz
2021-08-30T10:21:18.055Z,gqhbulvv.xtb17-dbuk6.xyz
2021-08-30T10:21:16.120Z,zvuk4ngj.xtb17-dbuk6.xyz
2021-08-30T09:08:53.994Z,l-tb8.online
2021-08-30T07:39:47.976Z,9dovgsmr.xtb17-dbuk6.xyz
2021-08-30T07:30:56.880Z,08obx1yl.xtb17-dbuk6.xyz
2021-08-30T07:03:57.972Z,vagjqhw2.xtb17-dbuk6.xyz
2021-08-30T06:41:14.236Z,u6igdtf9.xtb17-dbuk6.xyz
2021-08-30T05:40:02.880Z,toddbaker.cbtb7-bkbd3.xyz
2021-08-30T04:15:34.617Z,veneto.mcrsft-aui.xyz
2021-08-30T04:15:32.385Z,veneto.mcrsft-aui.xyz
2021-08-30T04:14:44.519Z,verona.mcrsft-aui.xyz
2021-08-30T04:14:36.627Z,verona.mcrsft-aui.xyz
